0.02,0.004
0.03,0.014
0.04,0.034
0.05,0.068
0.06,0.116
0.07,0.179
0.08,0.256
0.09,0.347
0.1,0.452
0.109,0.558
0.117,0.662
0.124,0.766
0.131,0.87
0.137,0.972
0.143,1.075
0.153,1.239
0.166,1.506
0.186,1.958
0.217,2.749
0.263,4.195
0.313,6.131
0.363,8.445
0.413,11.141
0.463,14.223
0.513,17.694
0.563,21.554
0.592,23.998
0.617,26.16
0.64,28.271
0.663,30.496
0.69,33.082
0.725,36.767
0.775,42.286
0.813,46.697
0.834,49.232
0.853,51.64
0.873,54.213
0.898,57.468
0.935,62.524
0.985,69.631
1.005,72.489
1.023,75.245
1.043,78.37
1.073,83.003
1.117,90.187
1.137,93.398
1.154,96.285
1.172,99.446
1.198,103.919
1.237,110.798
1.26,115.105
1.278,118.473
1.298,122.119
1.327,127.683
1.37,136.236
1.389,140.071
1.411,144.485
1.444,151.219
1.48,158.761
1.502,163.642
1.537,171.081
1.587,182.213
1.618,189.441
1.666,200.498
1.697,207.802
1.743,218.955
1.779,227.817
1.829,240.26
1.879,252.885
1.929,265.637
1.979,278.464
2.029,291.318
2.079,304.165
2.129,316.986
2.179,329.766
2.229,342.489
2.26,350.232
2.306,361.78
2.356,374.275
2.406,386.669
2.456,398.965
2.506,411.164
2.556,423.267
2.606,435.275
2.656,447.191
2.706,459.015
2.756,470.748
2.806,482.392
2.856,493.947
2.906,505.416
2.956,516.799
3.006,528.097
3.056,539.312
3.106,550.443
3.156,561.494
3.206,572.463
3.256,583.353
3.306,594.165
3.356,604.898
3.406,615.555
3.456,626.136
3.506,636.641
3.556,647.073
3.606,657.431
3.656,667.716
3.706,677.929
3.756,688.071
3.806,698.143
3.856,708.146
3.906,718.079
3.956,727.944
4.006,737.742
4.056,747.473
4.106,757.138
4.156,766.737
4.206,776.272
4.256,785.742
4.306,795.149
4.356,804.493
4.406,813.774
4.456,822.993
4.506,832.152
4.556,841.249
4.606,850.286
4.656,859.264
4.706,868.183
4.756,877.043
4.806,885.844
4.856,894.589
4.906,903.276
4.956,911.907
5.006,920.481
5.056,929
5.106,937.464
5.156,945.873
5.206,954.227
5.256,962.528
5.306,970.775
5.356,978.97
5.406,987.111
5.456,995.201
5.506,1003.238
5.556,1011.224
5.606,1019.159
5.656,1027.044
5.706,1034.878
5.756,1042.662
5.806,1050.396
5.856,1058.082
5.906,1065.718
5.956,1073.306
6.006,1080.846
6.056,1088.337
6.106,1095.782
6.156,1103.179
6.206,1110.529
6.256,1117.833
6.306,1125.09
6.356,1132.301
6.406,1139.467
6.456,1146.587
6.506,1153.663
6.556,1160.693
6.606,1167.679
6.656,1174.621
6.706,1181.518
6.756,1188.372
6.806,1195.183
6.856,1201.95
6.906,1208.675
6.956,1215.357
7.006,1221.996
7.056,1228.593
7.106,1235.149
7.156,1241.662
7.206,1248.134
7.256,1254.565
7.306,1260.955
7.356,1267.305
7.406,1273.614
7.456,1279.882
7.506,1286.11
7.556,1292.299
7.606,1298.448
7.656,1304.557
7.706,1310.627
7.756,1316.658
7.806,1322.651
7.856,1328.605
7.906,1334.52
7.956,1340.397
8.006,1346.236
8.056,1352.037
8.106,1357.8
8.156,1363.526
8.206,1369.215
8.256,1374.866
8.306,1380.48
8.356,1386.058
8.406,1391.599
8.456,1397.104
8.506,1402.572
8.556,1408.004
8.606,1413.401
8.656,1418.761
8.706,1424.086
8.756,1429.375
8.806,1434.629
8.856,1439.848
8.906,1445.032
8.956,1450.181
9.006,1455.295
9.056,1460.375
9.106,1465.42
9.156,1470.431
9.206,1475.408
9.256,1480.351
9.306,1485.26
9.356,1490.135
9.406,1494.977
9.456,1499.785
9.506,1504.56
9.556,1509.302
9.606,1514.01
9.656,1518.686
9.706,1523.329
9.756,1527.939
9.806,1532.516
9.856,1537.061
9.906,1541.574
9.956,1546.055
10.006,1550.503
10.056,1554.92
10.106,1559.304
10.156,1563.657
10.206,1567.978
10.256,1572.267
10.306,1576.525
10.356,1580.752
10.406,1584.947
10.456,1589.112
10.506,1593.245
10.556,1597.347
10.606,1601.419
10.656,1605.46
10.706,1609.47
10.756,1613.449
10.806,1617.399
10.856,1621.318
10.906,1625.206
10.956,1629.065
11.006,1632.893
11.056,1636.692
11.106,1640.46
11.156,1644.199
11.206,1647.907
11.256,1651.587
11.306,1655.236
11.356,1658.857
11.406,1662.448
11.456,1666.01
11.506,1669.542
11.556,1673.045
11.606,1676.52
11.656,1679.965
11.706,1683.381
11.756,1686.769
11.806,1690.127
11.856,1693.457
11.906,1696.758
11.956,1700.031
12.006,1703.276
12.056,1706.492
12.106,1709.68
12.156,1712.84
12.206,1715.972
12.256,1719.075
12.306,1722.15
12.356,1725.197
12.406,1728.217
12.456,1731.208
12.506,1734.172
12.556,1737.107
12.606,1740.015
12.656,1742.896
12.706,1745.749
12.756,1748.575
12.806,1751.373
12.856,1754.144
12.906,1756.887
12.956,1759.604
13.006,1762.293
13.056,1764.955
13.106,1767.59
13.156,1770.198
13.206,1772.779
13.256,1775.333
13.306,1777.86
13.356,1780.361
13.406,1782.834
13.456,1785.281
13.506,1787.701
13.556,1790.095
13.606,1792.462
13.656,1794.802
13.706,1797.116
13.756,1799.403
13.806,1801.664
13.856,1803.899
13.906,1806.108
13.956,1808.29
14.006,1810.445
14.056,1812.575
14.106,1814.678
14.156,1816.756
14.206,1818.807
14.256,1820.832
14.306,1822.831
14.356,1824.804
14.406,1826.752
14.456,1828.673
14.506,1830.569
14.556,1832.439
14.606,1834.283
14.656,1836.102
14.706,1837.894
14.756,1839.662
14.806,1841.403
14.856,1843.119
14.906,1844.809
14.956,1846.474
15.006,1848.113
15.056,1849.727
15.106,1851.316
15.156,1852.878
15.206,1854.415
15.256,1855.927
15.306,1857.414
15.356,1858.874
15.406,1860.31
15.456,1861.72
15.506,1863.106
15.556,1864.466
15.606,1865.8
15.656,1867.11
15.706,1868.395
15.756,1869.654
15.806,1870.889
15.856,1872.098
15.906,1873.283
15.956,1874.443
16.006,1875.577
16.056,1876.687
16.106,1877.772
16.156,1878.832
16.206,1879.867
16.256,1880.878
16.306,1881.863
16.356,1882.823
16.406,1883.759
16.456,1884.67
16.506,1885.556
16.556,1886.417
16.606,1887.253
16.656,1888.065
16.706,1888.852
16.756,1889.614
16.806,1890.351
16.856,1891.064
16.906,1891.752
16.956,1892.416
17.006,1893.055
17.056,1893.669
17.106,1894.259
17.156,1894.825
17.206,1895.365
17.256,1895.882
17.26,1895.924
17.263,1895.949
17.264,1895.959
17.271,1896.037
17.28,1896.115
17.288,1896.196
17.297,1896.278
17.307,1896.363
17.317,1896.449
17.327,1896.537
17.338,1896.627
17.35,1896.721
17.362,1896.817
17.376,1896.919
17.391,1897.023
17.407,1897.132
17.424,1897.241
17.442,1897.351
17.462,1897.465
17.483,1897.581
17.506,1897.699
17.533,1897.824
17.566,1897.963
17.601,1898.097
17.64,1898.225
17.685,1898.349
17.749,1898.484
17.83,1898.588
17.937,1898.621
18.099,1898.455
18.275,1898.001
18.415,1897.461
18.524,1896.945
18.638,1896.332
18.76,1895.606
18.897,1894.728
19.053,1893.655
19.239,1892.301
19.478,1890.5
19.804,1887.964
20.304,1884.008
20.804,1880.035
21.304,1876.064
21.804,1872.094
22.304,1868.124
22.804,1864.155
23.304,1860.188
23.804,1856.22
24.304,1852.253
24.804,1848.289
25.304,1844.324
25.804,1840.36
26.304,1836.398
26.804,1832.436
27.304,1828.474
27.804,1824.513
28.304,1820.553
28.804,1816.594
29.304,1812.635
29.804,1808.677
30.304,1804.719
30.804,1800.763
31.304,1796.807
31.804,1792.853
32.304,1788.9
32.804,1784.946
33.304,1780.994
33.804,1777.043
34.304,1773.092
34.804,1769.142
35.304,1765.193
35.804,1761.245
36.304,1757.3
36.804,1753.357
37.304,1749.411
37.804,1745.467
38.304,1741.524
38.804,1737.58
39.304,1733.637
39.804,1729.695
40.304,1725.753
40.804,1721.812
41.304,1717.872
41.804,1713.933
42.304,1709.994
42.804,1706.056
43.304,1702.119
43.804,1698.184
44.304,1694.249
44.804,1690.314
45.304,1686.381
45.804,1682.449
46.304,1678.518
46.804,1674.586
47.304,1670.655
47.804,1666.725
48.304,1662.796
48.804,1658.867
49.304,1654.939
49.804,1651.013
50.304,1647.087
50.804,1643.161
51.304,1639.236
51.804,1635.313
52.304,1631.39
52.804,1627.467
53.304,1623.545
53.804,1619.624
54.304,1615.705
54.804,1611.785
55.304,1607.866
55.804,1603.948
56.304,1600.031
56.804,1596.115
57.304,1592.199
57.804,1588.286
58.304,1584.373
58.804,1580.461
59.304,1576.549
59.804,1572.637
60.304,1568.725
60.804,1564.815
61.304,1560.905
61.804,1556.997
62.304,1553.089
62.804,1549.181
63.304,1545.275
63.804,1541.368
64.304,1537.463
64.804,1533.558
65.304,1529.656
65.804,1525.753
66.304,1521.85
66.804,1517.949
67.304,1514.048
67.804,1510.148
68.304,1506.249
68.804,1502.351
69.304,1498.454
69.804,1494.556
70.304,1490.66
70.804,1486.768
71.304,1482.874
71.804,1478.981
72.304,1475.09
72.804,1471.199
73.304,1467.308
73.804,1463.416
74.304,1459.527
74.804,1455.637
75.304,1451.749
75.804,1447.861
76.304,1443.973
76.804,1440.086
77.304,1436.201
77.804,1432.315
78.304,1428.431
78.804,1424.547
79.304,1420.664
79.804,1416.784
80.304,1412.903
80.804,1409.023
81.304,1405.143
81.804,1401.266
82.304,1397.389
82.804,1393.511
83.304,1389.635
83.804,1385.758
84.304,1381.883
84.804,1378.009
85.304,1374.135
85.804,1370.262
86.304,1366.39
86.804,1362.519
87.304,1358.648
87.804,1354.778
88.304,1350.909
88.804,1347.04
89.304,1343.173
89.804,1339.307
90.304,1335.441
90.804,1331.575
91.304,1327.711
91.804,1323.847
92.304,1319.983
92.804,1316.121
93.304,1312.259
93.804,1308.398
94.304,1304.538
94.804,1300.679
95.304,1296.82
95.804,1292.962
96.304,1289.107
96.804,1285.253
97.304,1281.397
97.804,1277.543
98.304,1273.689
98.804,1269.836
99.304,1265.983
99.804,1262.131
100.304,1258.28
100.804,1254.429
101.304,1250.579
101.804,1246.73
102.304,1242.881
102.804,1239.034
103.304,1235.187
103.804,1231.341
104.304,1227.496
104.804,1223.651
105.304,1219.807
105.804,1215.965
106.304,1212.122
106.804,1208.281
107.304,1204.44
107.804,1200.599
108.304,1196.76
108.804,1192.92
109.304,1189.082
109.804,1185.244
110.304,1181.407
110.804,1177.571
111.304,1173.736
111.804,1169.901
112.304,1166.067
112.804,1162.234
113.304,1158.401
113.804,1154.569
114.304,1150.738
114.804,1146.907
115.304,1143.077
115.804,1139.248
116.304,1135.42
116.804,1131.593
117.304,1127.766
117.804,1123.939
118.304,1120.113
118.804,1116.289
119.304,1112.464
119.804,1108.641
120.304,1104.819
120.804,1100.998
121.304,1097.178
121.804,1093.358
122.304,1089.538
122.804,1085.719
123.304,1081.903
123.804,1078.086
124.304,1074.269
124.804,1070.454
125.304,1066.638
125.804,1062.823
126.304,1059.009
126.804,1055.196
127.304,1051.383
127.804,1047.57
128.304,1043.759
128.804,1039.949
129.304,1036.14
129.804,1032.332
130.304,1028.523
130.804,1024.715
131.304,1020.907
131.804,1017.1
132.304,1013.294
132.804,1009.49
133.304,1005.685
133.804,1001.882
134.304,998.079
134.804,994.276
135.304,990.475
135.804,986.674
136.304,982.874
136.804,979.076
137.304,975.279
137.804,971.481
138.304,967.686
138.759,964.228
139.259,960.433
139.759,956.638
140.259,952.844
140.759,949.05
141.259,945.257
141.759,941.465
142.259,937.673
142.759,933.882
143.259,930.092
143.759,926.302
144.259,922.514
144.759,918.726
145.259,914.939
145.759,911.152
146.259,907.366
146.759,903.581
147.259,899.797
147.759,896.013
148.259,892.23
148.759,888.448
149.259,884.667
149.759,880.886
150.259,877.105
150.759,873.326
151.259,869.547
151.759,865.769
152.259,861.991
152.759,858.215
153.259,854.439
153.759,850.664
154.259,846.891
154.759,843.117
155.259,839.345
155.759,835.574
156.259,831.802
156.759,828.031
157.259,824.261
157.759,820.492
158.259,816.723
158.759,812.956
159.259,809.19
159.759,805.424
160.259,801.658
160.759,797.894
161.259,794.13
161.759,790.366
162.259,786.603
162.759,782.84
163.259,779.078
163.759,775.316
164.259,771.556
164.759,767.796
165.259,764.037
165.759,760.279
166.259,756.52
166.759,752.763
167.259,749.007
167.759,745.252
168.259,741.502
168.648,738.588
169.148,734.834
169.648,731.082
170.148,727.329
170.648,723.578
171.148,719.827
171.648,716.077
172.148,712.327
172.648,708.578
173.148,704.83
173.648,701.083
174.148,697.336
174.648,693.589
175.148,689.844
175.648,686.099
176.148,682.355
176.648,678.613
177.148,674.872
177.648,671.13
178.148,667.388
178.648,663.647
179.148,659.907
179.648,656.167
180.148,652.428
180.648,648.69
181.148,644.952
181.648,641.215
182.148,637.479
182.648,633.744
183.148,630.008
183.648,626.274
184.148,622.54
184.648,618.807
185.148,615.075
185.648,611.343
186.148,607.612
186.648,603.882
187.148,600.153
187.648,596.424
188.148,592.697
188.648,588.97
189.148,585.244
189.648,581.517
190.148,577.791
190.648,574.066
191.148,570.342
191.648,566.618
192.148,562.895
192.648,559.172
193.148,555.451
193.648,551.73
194.148,548.009
194.648,544.29
195.148,540.571
195.648,536.854
196.148,533.137
196.648,529.422
197.148,525.706
197.648,521.99
198.148,518.276
198.648,514.562
199.148,510.849
199.648,507.136
200.148,503.424
200.648,499.714
201.148,496.003
201.648,492.293
202.148,488.583
202.648,484.874
203.148,481.166
203.648,477.46
204.148,473.752
204.648,470.046
205.148,466.34
205.648,462.635
206.148,458.93
206.648,455.227
207.148,451.524
207.648,447.822
208.148,444.121
208.648,440.42
209.148,436.72
209.648,433.021
210.148,429.324
210.648,425.626
211.148,421.929
211.648,418.232
212.148,414.536
212.648,410.841
213.148,407.146
213.648,403.452
214.148,399.76
214.648,396.068
215.148,392.375
215.648,388.683
216.148,384.992
216.648,381.302
217.148,377.612
217.648,373.922
218.148,370.234
218.648,366.547
219.148,362.859
219.648,359.174
220.148,355.489
220.648,351.804
221.148,348.12
221.648,344.437
222.148,340.754
222.648,337.072
223.148,333.392
223.648,329.712
224.148,326.031
224.648,322.351
225.148,318.673
225.648,314.995
226.148,311.318
226.648,307.641
227.148,303.965
227.648,300.289
228.148,296.615
228.648,292.942
229.148,289.268
229.648,285.595
230.148,281.923
230.648,278.252
231.148,274.581
231.648,270.912
232.148,267.242
232.648,263.572
233.148,259.904
233.648,256.236
234.148,252.568
234.648,248.902
235.148,245.236
235.648,241.571
236.148,237.906
236.648,234.242
237.148,230.579
237.648,226.916
238.148,223.254
238.648,219.593
239.148,215.933
239.648,212.273
240.148,208.617
240.57,205.535
241.07,201.876
241.57,198.218
242.07,194.561
242.57,190.905
243.07,187.25
243.57,183.594
244.07,179.94
244.57,176.287
245.07,172.634
245.57,168.981
246.07,165.33
246.57,161.679
247.07,158.028
247.57,154.379
248.07,150.729
248.57,147.081
249.07,143.432
249.57,139.785
250.07,136.138
250.57,132.491
251.07,128.846
251.57,125.201
252.07,121.557
252.57,117.914
253.07,114.271
253.57,110.629
254.07,106.986
254.57,103.347
255.07,99.709
255.57,96.07
256.07,92.431
256.57,88.793
257.07,85.156
257.57,81.519
258.07,77.882
258.57,74.247
259.07,70.612
259.57,66.976
260.07,63.342
260.57,59.708
261.07,56.075
261.57,52.442
262.07,48.812
262.57,45.182
263.07,41.551
263.57,37.921
264.07,34.292
264.57,30.663
265.07,27.035
265.57,23.407
266.07,19.78
266.57,16.154
267.07,12.529
267.57,8.903
268.07,5.279
268.57,1.655
